col_num,treat_ID_full,e_coli,abs_resp_rate_SA_corr,pollution,dose,temp,feed,symbiont,dose_level,new_treat_ID_full,dose_level_x_temp,dose_level_x_feed,dose_level_x_symbiont,dose_level_x_e_coli,temp_x_feed,temp_x_symbiont,temp_x_e_coli,feed_x_symbiont,feed_x_e_coli,symbiont_x_e_coli,dose_level_x_temp_x_feed,dose_level_x_temp_x_symbiont,dose_level_x_temp_x_e_coli,dose_level_x_feed_x_symbiont,dose_level_x_feed_x_e_coli,dose_level_x_symbiont_x_e_coli,temp_x_feed_x_symbiont,temp_x_feed_x_e_coli,temp_x_symbiont_x_e_coli,feed_x_symbiont_x_e_coli,dose_level_x_temp_x_feed_x_symbiont,dose_level_x_temp_x_feed_x_e_coli,dose_level_x_temp_x_symbiont_x_e_coli,dose_level_x_feed_x_symbiont_x_e_coli,temp_x_feed_x_symbiont_x_e_coli,dose_level_x_temp_x_feed_x_symbiont_x_e_coli
192,N_18_20_S_A,0,0.077610932,Nitrate,18,20,Starved,Aposymbiotic,High,Nitrate_High_20_Starved_Aposymbiotic,High-x-20,High-x-Starved,High-x-Aposymbiotic,High-x-0,20-x-Starved,20-x-Aposymbiotic,20-x-0,Starved-x-Aposymbiotic,Starved-x-0,Aposymbiotic-x-0,High-x-20-x-Starved,High-x-20-x-Aposymbiotic,High-x-20-x-0,High-x-Starved-x-Aposymbiotic,High-x-Starved-x-0,High-x-Aposymbiotic-x-0,20-x-Starved-x-Aposymbiotic,20-x-Starved-x-0,20-x-Aposymbiotic-x-0,Starved-x-Aposymbiotic-x-0,High-x-20-x-Starved-x-Aposymbiotic,High-x-20-x-Starved-x-0,High-x-20-x-Aposymbiotic-x-0,High-x-Starved-x-Aposymbiotic-x-0,20-x-Starved-x-Aposymbiotic-x-0,High-x-20-x-Starved-x-Aposymbiotic-x-0
228,N_18_20_S_A,1,0.109767767,Nitrate,18,20,Starved,Aposymbiotic,High,Nitrate_High_20_Starved_Aposymbiotic,High-x-20,High-x-Starved,High-x-Aposymbiotic,High-x-1,20-x-Starved,20-x-Aposymbiotic,20-x-1,Starved-x-Aposymbiotic,Starved-x-1,Aposymbiotic-x-1,High-x-20-x-Starved,High-x-20-x-Aposymbiotic,High-x-20-x-1,High-x-Starved-x-Aposymbiotic,High-x-Starved-x-1,High-x-Aposymbiotic-x-1,20-x-Starved-x-Aposymbiotic,20-x-Starved-x-1,20-x-Aposymbiotic-x-1,Starved-x-Aposymbiotic-x-1,High-x-20-x-Starved-x-Aposymbiotic,High-x-20-x-Starved-x-1,High-x-20-x-Aposymbiotic-x-1,High-x-Starved-x-Aposymbiotic-x-1,20-x-Starved-x-Aposymbiotic-x-1,High-x-20-x-Starved-x-Aposymbiotic-x-1
193,N_18_20_S_S,0,0.095784986,Nitrate,18,20,Starved,Symbiotic,High,Nitrate_High_20_Starved_Symbiotic,High-x-20,High-x-Starved,High-x-Symbiotic,High-x-0,20-x-Starved,20-x-Symbiotic,20-x-0,Starved-x-Symbiotic,Starved-x-0,Symbiotic-x-0,High-x-20-x-Starved,High-x-20-x-Symbiotic,High-x-20-x-0,High-x-Starved-x-Symbiotic,High-x-Starved-x-0,High-x-Symbiotic-x-0,20-x-Starved-x-Symbiotic,20-x-Starved-x-0,20-x-Symbiotic-x-0,Starved-x-Symbiotic-x-0,High-x-20-x-Starved-x-Symbiotic,High-x-20-x-Starved-x-0,High-x-20-x-Symbiotic-x-0,High-x-Starved-x-Symbiotic-x-0,20-x-Starved-x-Symbiotic-x-0,High-x-20-x-Starved-x-Symbiotic-x-0
208,N_18_20_S_S,1,0.13233884,Nitrate,18,20,Starved,Symbiotic,High,Nitrate_High_20_Starved_Symbiotic,High-x-20,High-x-Starved,High-x-Symbiotic,High-x-1,20-x-Starved,20-x-Symbiotic,20-x-1,Starved-x-Symbiotic,Starved-x-1,Symbiotic-x-1,High-x-20-x-Starved,High-x-20-x-Symbiotic,High-x-20-x-1,High-x-Starved-x-Symbiotic,High-x-Starved-x-1,High-x-Symbiotic-x-1,20-x-Starved-x-Symbiotic,20-x-Starved-x-1,20-x-Symbiotic-x-1,Starved-x-Symbiotic-x-1,High-x-20-x-Starved-x-Symbiotic,High-x-20-x-Starved-x-1,High-x-20-x-Symbiotic-x-1,High-x-Starved-x-Symbiotic-x-1,20-x-Starved-x-Symbiotic-x-1,High-x-20-x-Starved-x-Symbiotic-x-1
196,A_10_20_F_A,0,0.075772303,Ammonium,10,20,Fed,Aposymbiotic,High,Ammonium_High_20_Fed_Aposymbiotic,High-x-20,High-x-Fed,High-x-Aposymbiotic,High-x-0,20-x-Fed,20-x-Aposymbiotic,20-x-0,Fed-x-Aposymbiotic,Fed-x-0,Aposymbiotic-x-0,High-x-20-x-Fed,High-x-20-x-Aposymbiotic,High-x-20-x-0,High-x-Fed-x-Aposymbiotic,High-x-Fed-x-0,High-x-Aposymbiotic-x-0,20-x-Fed-x-Aposymbiotic,20-x-Fed-x-0,20-x-Aposymbiotic-x-0,Fed-x-Aposymbiotic-x-0,High-x-20-x-Fed-x-Aposymbiotic,High-x-20-x-Fed-x-0,High-x-20-x-Aposymbiotic-x-0,High-x-Fed-x-Aposymbiotic-x-0,20-x-Fed-x-Aposymbiotic-x-0,High-x-20-x-Fed-x-Aposymbiotic-x-0
210,A_10_20_F_A,1,0.138786975,Ammonium,10,20,Fed,Aposymbiotic,High,Ammonium_High_20_Fed_Aposymbiotic,High-x-20,High-x-Fed,High-x-Aposymbiotic,High-x-1,20-x-Fed,20-x-Aposymbiotic,20-x-1,Fed-x-Aposymbiotic,Fed-x-1,Aposymbiotic-x-1,High-x-20-x-Fed,High-x-20-x-Aposymbiotic,High-x-20-x-1,High-x-Fed-x-Aposymbiotic,High-x-Fed-x-1,High-x-Aposymbiotic-x-1,20-x-Fed-x-Aposymbiotic,20-x-Fed-x-1,20-x-Aposymbiotic-x-1,Fed-x-Aposymbiotic-x-1,High-x-20-x-Fed-x-Aposymbiotic,High-x-20-x-Fed-x-1,High-x-20-x-Aposymbiotic-x-1,High-x-Fed-x-Aposymbiotic-x-1,20-x-Fed-x-Aposymbiotic-x-1,High-x-20-x-Fed-x-Aposymbiotic-x-1
198,A_10_20_F_S,0,0.072064874,Ammonium,10,20,Fed,Symbiotic,High,Ammonium_High_20_Fed_Symbiotic,High-x-20,High-x-Fed,High-x-Symbiotic,High-x-0,20-x-Fed,20-x-Symbiotic,20-x-0,Fed-x-Symbiotic,Fed-x-0,Symbiotic-x-0,High-x-20-x-Fed,High-x-20-x-Symbiotic,High-x-20-x-0,High-x-Fed-x-Symbiotic,High-x-Fed-x-0,High-x-Symbiotic-x-0,20-x-Fed-x-Symbiotic,20-x-Fed-x-0,20-x-Symbiotic-x-0,Fed-x-Symbiotic-x-0,High-x-20-x-Fed-x-Symbiotic,High-x-20-x-Fed-x-0,High-x-20-x-Symbiotic-x-0,High-x-Fed-x-Symbiotic-x-0,20-x-Fed-x-Symbiotic-x-0,High-x-20-x-Fed-x-Symbiotic-x-0
220,A_10_20_F_S,1,0.13131533,Ammonium,10,20,Fed,Symbiotic,High,Ammonium_High_20_Fed_Symbiotic,High-x-20,High-x-Fed,High-x-Symbiotic,High-x-1,20-x-Fed,20-x-Symbiotic,20-x-1,Fed-x-Symbiotic,Fed-x-1,Symbiotic-x-1,High-x-20-x-Fed,High-x-20-x-Symbiotic,High-x-20-x-1,High-x-Fed-x-Symbiotic,High-x-Fed-x-1,High-x-Symbiotic-x-1,20-x-Fed-x-Symbiotic,20-x-Fed-x-1,20-x-Symbiotic-x-1,Fed-x-Symbiotic-x-1,High-x-20-x-Fed-x-Symbiotic,High-x-20-x-Fed-x-1,High-x-20-x-Symbiotic-x-1,High-x-Fed-x-Symbiotic-x-1,20-x-Fed-x-Symbiotic-x-1,High-x-20-x-Fed-x-Symbiotic-x-1
233,A_10_20_S_A,1,0.112870716,Ammonium,10,20,Starved,Aposymbiotic,High,Ammonium_High_20_Starved_Aposymbiotic,High-x-20,High-x-Starved,High-x-Aposymbiotic,High-x-1,20-x-Starved,20-x-Aposymbiotic,20-x-1,Starved-x-Aposymbiotic,Starved-x-1,Aposymbiotic-x-1,High-x-20-x-Starved,High-x-20-x-Aposymbiotic,High-x-20-x-1,High-x-Starved-x-Aposymbiotic,High-x-Starved-x-1,High-x-Aposymbiotic-x-1,20-x-Starved-x-Aposymbiotic,20-x-Starved-x-1,20-x-Aposymbiotic-x-1,Starved-x-Aposymbiotic-x-1,High-x-20-x-Starved-x-Aposymbiotic,High-x-20-x-Starved-x-1,High-x-20-x-Aposymbiotic-x-1,High-x-Starved-x-Aposymbiotic-x-1,20-x-Starved-x-Aposymbiotic-x-1,High-x-20-x-Starved-x-Aposymbiotic-x-1
205,A_10_20_S_S,0,0.117959849,Ammonium,10,20,Starved,Symbiotic,High,Ammonium_High_20_Starved_Symbiotic,High-x-20,High-x-Starved,High-x-Symbiotic,High-x-0,20-x-Starved,20-x-Symbiotic,20-x-0,Starved-x-Symbiotic,Starved-x-0,Symbiotic-x-0,High-x-20-x-Starved,High-x-20-x-Symbiotic,High-x-20-x-0,High-x-Starved-x-Symbiotic,High-x-Starved-x-0,High-x-Symbiotic-x-0,20-x-Starved-x-Symbiotic,20-x-Starved-x-0,20-x-Symbiotic-x-0,Starved-x-Symbiotic-x-0,High-x-20-x-Starved-x-Symbiotic,High-x-20-x-Starved-x-0,High-x-20-x-Symbiotic-x-0,High-x-Starved-x-Symbiotic-x-0,20-x-Starved-x-Symbiotic-x-0,High-x-20-x-Starved-x-Symbiotic-x-0
222,A_10_20_S_S,1,0.079533301,Ammonium,10,20,Starved,Symbiotic,High,Ammonium_High_20_Starved_Symbiotic,High-x-20,High-x-Starved,High-x-Symbiotic,High-x-1,20-x-Starved,20-x-Symbiotic,20-x-1,Starved-x-Symbiotic,Starved-x-1,Symbiotic-x-1,High-x-20-x-Starved,High-x-20-x-Symbiotic,High-x-20-x-1,High-x-Starved-x-Symbiotic,High-x-Starved-x-1,High-x-Symbiotic-x-1,20-x-Starved-x-Symbiotic,20-x-Starved-x-1,20-x-Symbiotic-x-1,Starved-x-Symbiotic-x-1,High-x-20-x-Starved-x-Symbiotic,High-x-20-x-Starved-x-1,High-x-20-x-Symbiotic-x-1,High-x-Starved-x-Symbiotic-x-1,20-x-Starved-x-Symbiotic-x-1,High-x-20-x-Starved-x-Symbiotic-x-1
202,N_18_30_F_A,0,0.128280083,Nitrate,18,30,Fed,Aposymbiotic,High,Nitrate_High_30_Fed_Aposymbiotic,High-x-30,High-x-Fed,High-x-Aposymbiotic,High-x-0,30-x-Fed,30-x-Aposymbiotic,30-x-0,Fed-x-Aposymbiotic,Fed-x-0,Aposymbiotic-x-0,High-x-30-x-Fed,High-x-30-x-Aposymbiotic,High-x-30-x-0,High-x-Fed-x-Aposymbiotic,High-x-Fed-x-0,High-x-Aposymbiotic-x-0,30-x-Fed-x-Aposymbiotic,30-x-Fed-x-0,30-x-Aposymbiotic-x-0,Fed-x-Aposymbiotic-x-0,High-x-30-x-Fed-x-Aposymbiotic,High-x-30-x-Fed-x-0,High-x-30-x-Aposymbiotic-x-0,High-x-Fed-x-Aposymbiotic-x-0,30-x-Fed-x-Aposymbiotic-x-0,High-x-30-x-Fed-x-Aposymbiotic-x-0
228,N_18_30_F_A,1,0.115291612,Nitrate,18,30,Fed,Aposymbiotic,High,Nitrate_High_30_Fed_Aposymbiotic,High-x-30,High-x-Fed,High-x-Aposymbiotic,High-x-1,30-x-Fed,30-x-Aposymbiotic,30-x-1,Fed-x-Aposymbiotic,Fed-x-1,Aposymbiotic-x-1,High-x-30-x-Fed,High-x-30-x-Aposymbiotic,High-x-30-x-1,High-x-Fed-x-Aposymbiotic,High-x-Fed-x-1,High-x-Aposymbiotic-x-1,30-x-Fed-x-Aposymbiotic,30-x-Fed-x-1,30-x-Aposymbiotic-x-1,Fed-x-Aposymbiotic-x-1,High-x-30-x-Fed-x-Aposymbiotic,High-x-30-x-Fed-x-1,High-x-30-x-Aposymbiotic-x-1,High-x-Fed-x-Aposymbiotic-x-1,30-x-Fed-x-Aposymbiotic-x-1,High-x-30-x-Fed-x-Aposymbiotic-x-1
193,N_18_30_F_S,0,0.057006346,Nitrate,18,30,Fed,Symbiotic,High,Nitrate_High_30_Fed_Symbiotic,High-x-30,High-x-Fed,High-x-Symbiotic,High-x-0,30-x-Fed,30-x-Symbiotic,30-x-0,Fed-x-Symbiotic,Fed-x-0,Symbiotic-x-0,High-x-30-x-Fed,High-x-30-x-Symbiotic,High-x-30-x-0,High-x-Fed-x-Symbiotic,High-x-Fed-x-0,High-x-Symbiotic-x-0,30-x-Fed-x-Symbiotic,30-x-Fed-x-0,30-x-Symbiotic-x-0,Fed-x-Symbiotic-x-0,High-x-30-x-Fed-x-Symbiotic,High-x-30-x-Fed-x-0,High-x-30-x-Symbiotic-x-0,High-x-Fed-x-Symbiotic-x-0,30-x-Fed-x-Symbiotic-x-0,High-x-30-x-Fed-x-Symbiotic-x-0
207,N_18_30_F_S,1,0.072482852,Nitrate,18,30,Fed,Symbiotic,High,Nitrate_High_30_Fed_Symbiotic,High-x-30,High-x-Fed,High-x-Symbiotic,High-x-1,30-x-Fed,30-x-Symbiotic,30-x-1,Fed-x-Symbiotic,Fed-x-1,Symbiotic-x-1,High-x-30-x-Fed,High-x-30-x-Symbiotic,High-x-30-x-1,High-x-Fed-x-Symbiotic,High-x-Fed-x-1,High-x-Symbiotic-x-1,30-x-Fed-x-Symbiotic,30-x-Fed-x-1,30-x-Symbiotic-x-1,Fed-x-Symbiotic-x-1,High-x-30-x-Fed-x-Symbiotic,High-x-30-x-Fed-x-1,High-x-30-x-Symbiotic-x-1,High-x-Fed-x-Symbiotic-x-1,30-x-Fed-x-Symbiotic-x-1,High-x-30-x-Fed-x-Symbiotic-x-1
194,N_18_30_S_A,0,0.054394773,Nitrate,18,30,Starved,Aposymbiotic,High,Nitrate_High_30_Starved_Aposymbiotic,High-x-30,High-x-Starved,High-x-Aposymbiotic,High-x-0,30-x-Starved,30-x-Aposymbiotic,30-x-0,Starved-x-Aposymbiotic,Starved-x-0,Aposymbiotic-x-0,High-x-30-x-Starved,High-x-30-x-Aposymbiotic,High-x-30-x-0,High-x-Starved-x-Aposymbiotic,High-x-Starved-x-0,High-x-Aposymbiotic-x-0,30-x-Starved-x-Aposymbiotic,30-x-Starved-x-0,30-x-Aposymbiotic-x-0,Starved-x-Aposymbiotic-x-0,High-x-30-x-Starved-x-Aposymbiotic,High-x-30-x-Starved-x-0,High-x-30-x-Aposymbiotic-x-0,High-x-Starved-x-Aposymbiotic-x-0,30-x-Starved-x-Aposymbiotic-x-0,High-x-30-x-Starved-x-Aposymbiotic-x-0
231,N_18_30_S_A,1,0.573280227,Nitrate,18,30,Starved,Aposymbiotic,High,Nitrate_High_30_Starved_Aposymbiotic,High-x-30,High-x-Starved,High-x-Aposymbiotic,High-x-1,30-x-Starved,30-x-Aposymbiotic,30-x-1,Starved-x-Aposymbiotic,Starved-x-1,Aposymbiotic-x-1,High-x-30-x-Starved,High-x-30-x-Aposymbiotic,High-x-30-x-1,High-x-Starved-x-Aposymbiotic,High-x-Starved-x-1,High-x-Aposymbiotic-x-1,30-x-Starved-x-Aposymbiotic,30-x-Starved-x-1,30-x-Aposymbiotic-x-1,Starved-x-Aposymbiotic-x-1,High-x-30-x-Starved-x-Aposymbiotic,High-x-30-x-Starved-x-1,High-x-30-x-Aposymbiotic-x-1,High-x-Starved-x-Aposymbiotic-x-1,30-x-Starved-x-Aposymbiotic-x-1,High-x-30-x-Starved-x-Aposymbiotic-x-1
193,N_18_30_S_S,0,0.05687305,Nitrate,18,30,Starved,Symbiotic,High,Nitrate_High_30_Starved_Symbiotic,High-x-30,High-x-Starved,High-x-Symbiotic,High-x-0,30-x-Starved,30-x-Symbiotic,30-x-0,Starved-x-Symbiotic,Starved-x-0,Symbiotic-x-0,High-x-30-x-Starved,High-x-30-x-Symbiotic,High-x-30-x-0,High-x-Starved-x-Symbiotic,High-x-Starved-x-0,High-x-Symbiotic-x-0,30-x-Starved-x-Symbiotic,30-x-Starved-x-0,30-x-Symbiotic-x-0,Starved-x-Symbiotic-x-0,High-x-30-x-Starved-x-Symbiotic,High-x-30-x-Starved-x-0,High-x-30-x-Symbiotic-x-0,High-x-Starved-x-Symbiotic-x-0,30-x-Starved-x-Symbiotic-x-0,High-x-30-x-Starved-x-Symbiotic-x-0
218,N_18_30_S_S,1,0.089381283,Nitrate,18,30,Starved,Symbiotic,High,Nitrate_High_30_Starved_Symbiotic,High-x-30,High-x-Starved,High-x-Symbiotic,High-x-1,30-x-Starved,30-x-Symbiotic,30-x-1,Starved-x-Symbiotic,Starved-x-1,Symbiotic-x-1,High-x-30-x-Starved,High-x-30-x-Symbiotic,High-x-30-x-1,High-x-Starved-x-Symbiotic,High-x-Starved-x-1,High-x-Symbiotic-x-1,30-x-Starved-x-Symbiotic,30-x-Starved-x-1,30-x-Symbiotic-x-1,Starved-x-Symbiotic-x-1,High-x-30-x-Starved-x-Symbiotic,High-x-30-x-Starved-x-1,High-x-30-x-Symbiotic-x-1,High-x-Starved-x-Symbiotic-x-1,30-x-Starved-x-Symbiotic-x-1,High-x-30-x-Starved-x-Symbiotic-x-1
210,A_10_30_F_A,0,0.038535167,Ammonium,10,30,Fed,Aposymbiotic,High,Ammonium_High_30_Fed_Aposymbiotic,High-x-30,High-x-Fed,High-x-Aposymbiotic,High-x-0,30-x-Fed,30-x-Aposymbiotic,30-x-0,Fed-x-Aposymbiotic,Fed-x-0,Aposymbiotic-x-0,High-x-30-x-Fed,High-x-30-x-Aposymbiotic,High-x-30-x-0,High-x-Fed-x-Aposymbiotic,High-x-Fed-x-0,High-x-Aposymbiotic-x-0,30-x-Fed-x-Aposymbiotic,30-x-Fed-x-0,30-x-Aposymbiotic-x-0,Fed-x-Aposymbiotic-x-0,High-x-30-x-Fed-x-Aposymbiotic,High-x-30-x-Fed-x-0,High-x-30-x-Aposymbiotic-x-0,High-x-Fed-x-Aposymbiotic-x-0,30-x-Fed-x-Aposymbiotic-x-0,High-x-30-x-Fed-x-Aposymbiotic-x-0
232,A_10_30_F_A,1,0.089959943,Ammonium,10,30,Fed,Aposymbiotic,High,Ammonium_High_30_Fed_Aposymbiotic,High-x-30,High-x-Fed,High-x-Aposymbiotic,High-x-1,30-x-Fed,30-x-Aposymbiotic,30-x-1,Fed-x-Aposymbiotic,Fed-x-1,Aposymbiotic-x-1,High-x-30-x-Fed,High-x-30-x-Aposymbiotic,High-x-30-x-1,High-x-Fed-x-Aposymbiotic,High-x-Fed-x-1,High-x-Aposymbiotic-x-1,30-x-Fed-x-Aposymbiotic,30-x-Fed-x-1,30-x-Aposymbiotic-x-1,Fed-x-Aposymbiotic-x-1,High-x-30-x-Fed-x-Aposymbiotic,High-x-30-x-Fed-x-1,High-x-30-x-Aposymbiotic-x-1,High-x-Fed-x-Aposymbiotic-x-1,30-x-Fed-x-Aposymbiotic-x-1,High-x-30-x-Fed-x-Aposymbiotic-x-1
200,A_10_30_F_S,0,0.075937168,Ammonium,10,30,Fed,Symbiotic,High,Ammonium_High_30_Fed_Symbiotic,High-x-30,High-x-Fed,High-x-Symbiotic,High-x-0,30-x-Fed,30-x-Symbiotic,30-x-0,Fed-x-Symbiotic,Fed-x-0,Symbiotic-x-0,High-x-30-x-Fed,High-x-30-x-Symbiotic,High-x-30-x-0,High-x-Fed-x-Symbiotic,High-x-Fed-x-0,High-x-Symbiotic-x-0,30-x-Fed-x-Symbiotic,30-x-Fed-x-0,30-x-Symbiotic-x-0,Fed-x-Symbiotic-x-0,High-x-30-x-Fed-x-Symbiotic,High-x-30-x-Fed-x-0,High-x-30-x-Symbiotic-x-0,High-x-Fed-x-Symbiotic-x-0,30-x-Fed-x-Symbiotic-x-0,High-x-30-x-Fed-x-Symbiotic-x-0
222,A_10_30_F_S,1,0.075942626,Ammonium,10,30,Fed,Symbiotic,High,Ammonium_High_30_Fed_Symbiotic,High-x-30,High-x-Fed,High-x-Symbiotic,High-x-1,30-x-Fed,30-x-Symbiotic,30-x-1,Fed-x-Symbiotic,Fed-x-1,Symbiotic-x-1,High-x-30-x-Fed,High-x-30-x-Symbiotic,High-x-30-x-1,High-x-Fed-x-Symbiotic,High-x-Fed-x-1,High-x-Symbiotic-x-1,30-x-Fed-x-Symbiotic,30-x-Fed-x-1,30-x-Symbiotic-x-1,Fed-x-Symbiotic-x-1,High-x-30-x-Fed-x-Symbiotic,High-x-30-x-Fed-x-1,High-x-30-x-Symbiotic-x-1,High-x-Fed-x-Symbiotic-x-1,30-x-Fed-x-Symbiotic-x-1,High-x-30-x-Fed-x-Symbiotic-x-1
206,N_18_20_F_S,0,0.12562473,Nitrate,18,20,Fed,Symbiotic,High,Nitrate_High_20_Fed_Symbiotic,High-x-20,High-x-Fed,High-x-Symbiotic,High-x-0,20-x-Fed,20-x-Symbiotic,20-x-0,Fed-x-Symbiotic,Fed-x-0,Symbiotic-x-0,High-x-20-x-Fed,High-x-20-x-Symbiotic,High-x-20-x-0,High-x-Fed-x-Symbiotic,High-x-Fed-x-0,High-x-Symbiotic-x-0,20-x-Fed-x-Symbiotic,20-x-Fed-x-0,20-x-Symbiotic-x-0,Fed-x-Symbiotic-x-0,High-x-20-x-Fed-x-Symbiotic,High-x-20-x-Fed-x-0,High-x-20-x-Symbiotic-x-0,High-x-Fed-x-Symbiotic-x-0,20-x-Fed-x-Symbiotic-x-0,High-x-20-x-Fed-x-Symbiotic-x-0
174,N_18_20_F_A,0,0.141121207,Nitrate,18,20,Fed,Aposymbiotic,High,Nitrate_High_20_Fed_Aposymbiotic,High-x-20,High-x-Fed,High-x-Aposymbiotic,High-x-0,20-x-Fed,20-x-Aposymbiotic,20-x-0,Fed-x-Aposymbiotic,Fed-x-0,Aposymbiotic-x-0,High-x-20-x-Fed,High-x-20-x-Aposymbiotic,High-x-20-x-0,High-x-Fed-x-Aposymbiotic,High-x-Fed-x-0,High-x-Aposymbiotic-x-0,20-x-Fed-x-Aposymbiotic,20-x-Fed-x-0,20-x-Aposymbiotic-x-0,Fed-x-Aposymbiotic-x-0,High-x-20-x-Fed-x-Aposymbiotic,High-x-20-x-Fed-x-0,High-x-20-x-Aposymbiotic-x-0,High-x-Fed-x-Aposymbiotic-x-0,20-x-Fed-x-Aposymbiotic-x-0,High-x-20-x-Fed-x-Aposymbiotic-x-0
185,N_18_20_F_S,1,0.088364597,Nitrate,18,20,Fed,Symbiotic,High,Nitrate_High_20_Fed_Symbiotic,High-x-20,High-x-Fed,High-x-Symbiotic,High-x-1,20-x-Fed,20-x-Symbiotic,20-x-1,Fed-x-Symbiotic,Fed-x-1,Symbiotic-x-1,High-x-20-x-Fed,High-x-20-x-Symbiotic,High-x-20-x-1,High-x-Fed-x-Symbiotic,High-x-Fed-x-1,High-x-Symbiotic-x-1,20-x-Fed-x-Symbiotic,20-x-Fed-x-1,20-x-Symbiotic-x-1,Fed-x-Symbiotic-x-1,High-x-20-x-Fed-x-Symbiotic,High-x-20-x-Fed-x-1,High-x-20-x-Symbiotic-x-1,High-x-Fed-x-Symbiotic-x-1,20-x-Fed-x-Symbiotic-x-1,High-x-20-x-Fed-x-Symbiotic-x-1
206,A_10_30_S_S,0,0.041430632,Ammonium,10,30,Starved,Symbiotic,High,Ammonium_High_30_Starved_Symbiotic,High-x-30,High-x-Starved,High-x-Symbiotic,High-x-0,30-x-Starved,30-x-Symbiotic,30-x-0,Starved-x-Symbiotic,Starved-x-0,Symbiotic-x-0,High-x-30-x-Starved,High-x-30-x-Symbiotic,High-x-30-x-0,High-x-Starved-x-Symbiotic,High-x-Starved-x-0,High-x-Symbiotic-x-0,30-x-Starved-x-Symbiotic,30-x-Starved-x-0,30-x-Symbiotic-x-0,Starved-x-Symbiotic-x-0,High-x-30-x-Starved-x-Symbiotic,High-x-30-x-Starved-x-0,High-x-30-x-Symbiotic-x-0,High-x-Starved-x-Symbiotic-x-0,30-x-Starved-x-Symbiotic-x-0,High-x-30-x-Starved-x-Symbiotic-x-0
233,A_10_30_S_S,1,0.113263849,Ammonium,10,30,Starved,Symbiotic,High,Ammonium_High_30_Starved_Symbiotic,High-x-30,High-x-Starved,High-x-Symbiotic,High-x-1,30-x-Starved,30-x-Symbiotic,30-x-1,Starved-x-Symbiotic,Starved-x-1,Symbiotic-x-1,High-x-30-x-Starved,High-x-30-x-Symbiotic,High-x-30-x-1,High-x-Starved-x-Symbiotic,High-x-Starved-x-1,High-x-Symbiotic-x-1,30-x-Starved-x-Symbiotic,30-x-Starved-x-1,30-x-Symbiotic-x-1,Starved-x-Symbiotic-x-1,High-x-30-x-Starved-x-Symbiotic,High-x-30-x-Starved-x-1,High-x-30-x-Symbiotic-x-1,High-x-Starved-x-Symbiotic-x-1,30-x-Starved-x-Symbiotic-x-1,High-x-30-x-Starved-x-Symbiotic-x-1
198,A_10_30_S_A,1,0.046014825,Ammonium,10,30,Starved,Aposymbiotic,High,Ammonium_High_30_Starved_Aposymbiotic,High-x-30,High-x-Starved,High-x-Aposymbiotic,High-x-1,30-x-Starved,30-x-Aposymbiotic,30-x-1,Starved-x-Aposymbiotic,Starved-x-1,Aposymbiotic-x-1,High-x-30-x-Starved,High-x-30-x-Aposymbiotic,High-x-30-x-1,High-x-Starved-x-Aposymbiotic,High-x-Starved-x-1,High-x-Aposymbiotic-x-1,30-x-Starved-x-Aposymbiotic,30-x-Starved-x-1,30-x-Aposymbiotic-x-1,Starved-x-Aposymbiotic-x-1,High-x-30-x-Starved-x-Aposymbiotic,High-x-30-x-Starved-x-1,High-x-30-x-Aposymbiotic-x-1,High-x-Starved-x-Aposymbiotic-x-1,30-x-Starved-x-Aposymbiotic-x-1,High-x-30-x-Starved-x-Aposymbiotic-x-1
226,A_10_30_S_A,0,0.050408161,Ammonium,10,30,Starved,Aposymbiotic,High,Ammonium_High_30_Starved_Aposymbiotic,High-x-30,High-x-Starved,High-x-Aposymbiotic,High-x-0,30-x-Starved,30-x-Aposymbiotic,30-x-0,Starved-x-Aposymbiotic,Starved-x-0,Aposymbiotic-x-0,High-x-30-x-Starved,High-x-30-x-Aposymbiotic,High-x-30-x-0,High-x-Starved-x-Aposymbiotic,High-x-Starved-x-0,High-x-Aposymbiotic-x-0,30-x-Starved-x-Aposymbiotic,30-x-Starved-x-0,30-x-Aposymbiotic-x-0,Starved-x-Aposymbiotic-x-0,High-x-30-x-Starved-x-Aposymbiotic,High-x-30-x-Starved-x-0,High-x-30-x-Aposymbiotic-x-0,High-x-Starved-x-Aposymbiotic-x-0,30-x-Starved-x-Aposymbiotic-x-0,High-x-30-x-Starved-x-Aposymbiotic-x-0
186,N_5_30_F_A,0,0.027081657,Nitrate,5,30,Fed,Aposymbiotic,Medium,Nitrate_Medium_30_Fed_Aposymbiotic,Medium-x-30,Medium-x-Fed,Medium-x-Aposymbiotic,Medium-x-0,30-x-Fed,30-x-Aposymbiotic,30-x-0,Fed-x-Aposymbiotic,Fed-x-0,Aposymbiotic-x-0,Medium-x-30-x-Fed,Medium-x-30-x-Aposymbiotic,Medium-x-30-x-0,Medium-x-Fed-x-Aposymbiotic,Medium-x-Fed-x-0,Medium-x-Aposymbiotic-x-0,30-x-Fed-x-Aposymbiotic,30-x-Fed-x-0,30-x-Aposymbiotic-x-0,Fed-x-Aposymbiotic-x-0,Medium-x-30-x-Fed-x-Aposymbiotic,Medium-x-30-x-Fed-x-0,Medium-x-30-x-Aposymbiotic-x-0,Medium-x-Fed-x-Aposymbiotic-x-0,30-x-Fed-x-Aposymbiotic-x-0,Medium-x-30-x-Fed-x-Aposymbiotic-x-0
